root_model_path,E:\codes\ExactEBRP\results\gf_global_gini_tree_regression_round\runs\gate__V12_M1__baseline__presolve_on__30s\global_root.lp
root_lp_fingerprint,9e1e334ba9888cf5
objective_definition,min G + lambda*sum_i(weight_i*e_i)
objective_fingerprint,80b2923976322a92
global_row_fingerprint,ad2c28c9a315200e
shared_row_factory_version,round19_v2_projected_centering
active_global_families,inventory_conservation|movement_reachability_domains|visit_inventory_linking|global_handling_capacity|support_duration|transfer_compat|verified_incumbent_objective_row
active_interval_local_families,direct_gini_cap_floor|interval_tight_mccormick|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|low_gini_centering|variable_s_centering|sp_product_estimator
active_interval_bound_families,gini_interval_bound
unsupported_active_families,
cplex_environment_count,1
problem_object_count,1
lp_read_build_count,1
CPXmipopt_count,1
interval_oracle_count,0
child_process_count,0
child_estimate_mode,parent-copy
row_attachment_mode,full-inherited-pack
row_timing_mode,deferred
interval_local_attachment,forced_local_user_cut_at_first_child_relaxation
interval_local_flag,1
local_rows_attached,153677
theoretical_full_rows,153677
exact_duplicate_rows_omitted,0
delta_rows_attached,153677
theoretical_full_bounds,7020
identical_bounds_omitted,0
delta_bounds_attached,6750
local_row_failures,0
post_row_reoptimizations,238
post_row_reoptimization_failures,0
native_mip_start_attempted,0
native_mip_start_mapping_complete,0
native_mip_start_stored,0
native_mip_start_accepted,0
native_mip_start_failure_reason,
nonoptimal_relaxation_fallbacks,0
solver_final_status,"time limit exceeded, no integer solution"
best_bound_source,CPXgetbestobjval
presolve_effective,1
search_effective,1
dynamic_search_compatibility,rejected_after_reproduced_continuous_branch_sibling_loss
node_select_effective,1
heuristic_frequency_effective,0
probing_effective,0
native_cuts,CPLEX_default
