parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,0.937301,L1.0,0.989354,0,L1.1,0.997604,0,0.989354,1e-07,"strict_child_lp_bound_improvement"
L2,1.09678,L2.0,1.09678,0,L2.1,0,1,1.09678,1e-07,"child_lp_infeasible"
L1.0,0.989354,L1.0.0,0,1,L1.0.1,1.01151,0,1.01151,1e-07,"child_lp_infeasible"
L1.1,0.997604,L1.1.0,0.999981,0,L1.1.1,1.03741,0,0.999981,1e-07,"strict_child_lp_bound_improvement"
L1.1.0,0.999981,L1.1.0.0,1.00418,0,L1.1.0.1,1.01558,0,1.00418,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0,1.00418,L1.1.0.0.0,1.01554,0,L1.1.0.0.1,1.01069,0,1.01069,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1,1.01069,L1.1.0.0.1.0,1.01349,0,L1.1.0.0.1.1,1.014,0,1.01349,1e-07,"strict_child_lp_bound_improvement"
L1.0.1,1.01151,L1.0.1.0,1.14089,0,L1.0.1.1,1.02239,0,1.02239,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0,1.01349,L1.1.0.0.1.0.0,1.01698,0,L1.1.0.0.1.0.1,1.01483,0,1.01483,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.1,1.014,L1.1.0.0.1.1.0,1.0146,0,L1.1.0.0.1.1.1,1.01565,0,1.0146,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.1.0,1.0146,L1.1.0.0.1.1.0.0,1.01512,0,L1.1.0.0.1.1.0.1,1.01542,0,1.01512,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0.1,1.01483,L1.1.0.0.1.0.1.0,1.0165,0,L1.1.0.0.1.0.1.1,1.0155,0,1.0155,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.1.0.0,1.01512,L1.1.0.0.1.1.0.0.0,1.01555,0,L1.1.0.0.1.1.0.0.1,1.0155,0,1.0155,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.1.0.1,1.01542,L1.1.0.0.1.1.0.1.0,1.01559,0,L1.1.0.0.1.1.0.1.1,1.01584,0,1.01559,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0.1.1,1.0155,L1.1.0.0.1.0.1.1.0,1.01629,0,L1.1.0.0.1.0.1.1.1,1.01584,0,1.01584,1e-07,"strict_child_lp_bound_improvement"
